"AGENCY 0","DATA 0","DATA TYPE 0","LOCATION 0","LOCATION TYPE 0","SOURCE 0","SOURCE TYPE 0","SUBJECT 0","TIME 0","TIME TYPE 0"
"National Centers for Environmental Information","0.14","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1965-06","ISO_DATE"
"National Centers for Environmental Information","0.09","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1965-10","ISO_DATE"
"National Centers for Environmental Information","1.56","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1935-01","ISO_DATE"
"National Centers for Environmental Information","1.43","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1950-07","ISO_DATE"
"National Centers for Environmental Information","0.65","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1949-07","ISO_DATE"
"National Centers for Environmental Information","0.06","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1947-01","ISO_DATE"
"National Centers for Environmental Information","1.01","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1895-10","ISO_DATE"
"National Centers for Environmental Information","0.14","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2016-06","ISO_DATE"
"National Centers for Environmental Information","0.01","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1948-01","ISO_DATE"
"National Centers for Environmental Information","0.91","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1948-07","ISO_DATE"
"National Centers for Environmental Information","0.49","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2009-08","ISO_DATE"
"National Centers for Environmental Information","1.04","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2017-08","ISO_DATE"
"National Centers for Environmental Information","0.47","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1943-10","ISO_DATE"
"National Centers for Environmental Information","0.87","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1937-09","ISO_DATE"
"National Centers for Environmental Information","1.02","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1902-01","ISO_DATE"
"National Centers for Environmental Information","1.25","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1960-08","ISO_DATE"
"National Centers for Environmental Information","0.45","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1927-07","ISO_DATE"
"National Centers for Environmental Information","0.18","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2010-09","ISO_DATE"
"National Centers for Environmental Information","2.91","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2014-09","ISO_DATE"
"National Centers for Environmental Information","0.02","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1955-09","ISO_DATE"
"National Centers for Environmental Information","2.68","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1983-09","ISO_DATE"
"National Centers for Environmental Information","0.01","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2000-09","ISO_DATE"
"National Centers for Environmental Information","1.11","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1977-09","ISO_DATE"
"National Centers for Environmental Information","0.41","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1931-09","ISO_DATE"
"National Centers for Environmental Information","0.45","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1952-09","ISO_DATE"
"National Centers for Environmental Information","0.99","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1941-09","ISO_DATE"
"National Centers for Environmental Information","1.97","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1958-09","ISO_DATE"
"National Centers for Environmental Information","0.89","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1923-09","ISO_DATE"
"National Centers for Environmental Information","0.04","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1971-11","ISO_DATE"
"National Centers for Environmental Information","0.72","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1944-09","ISO_DATE"
"National Centers for Environmental Information","0.15","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2017-09","ISO_DATE"
"National Centers for Environmental Information","0.05","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1901-09","ISO_DATE"
"National Centers for Environmental Information","1.08","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1997-09","ISO_DATE"
"National Centers for Environmental Information","1.11","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1981-11","ISO_DATE"
"National Centers for Environmental Information","0.0","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1985-05","ISO_DATE"
"National Centers for Environmental Information","1.06","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1984-11","ISO_DATE"
"National Centers for Environmental Information","0.0","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1980-11","ISO_DATE"
"National Centers for Environmental Information","0.0","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1911-11","ISO_DATE"
"National Centers for Environmental Information","0.02","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1906-05","ISO_DATE"
"National Centers for Environmental Information","1.16","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1906-11","ISO_DATE"
"National Centers for Environmental Information","0.0","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1916-11","ISO_DATE"
"National Centers for Environmental Information","0.57","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1966-11","ISO_DATE"
"National Centers for Environmental Information","0.17","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1914-05","ISO_DATE"
"National Centers for Environmental Information","0.01","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1999-05","ISO_DATE"
"National Centers for Environmental Information","0.02","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2020-05","ISO_DATE"
"National Centers for Environmental Information","2.28","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1910-11","ISO_DATE"
"National Centers for Environmental Information","0.84","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1975-09","ISO_DATE"
"National Centers for Environmental Information","0.21","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1973-05","ISO_DATE"
"National Centers for Environmental Information","0.35","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1957-05","ISO_DATE"
"National Centers for Environmental Information","0.11","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1958-05","ISO_DATE"
"National Centers for Environmental Information","0.06","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1997-05","ISO_DATE"
"National Centers for Environmental Information","0.06","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1986-05","ISO_DATE"
"National Centers for Environmental Information","2.28","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1919-11","ISO_DATE"
"National Centers for Environmental Information","0.0","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1917-11","ISO_DATE"
"National Centers for Environmental Information","2.38","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1993-11","ISO_DATE"
"National Centers for Environmental Information","0.07","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1904-05","ISO_DATE"
"National Centers for Environmental Information","0.0","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1932-11","ISO_DATE"
"National Centers for Environmental Information","0.26","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1915-05","ISO_DATE"
"National Centers for Environmental Information","2.32","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1978-11","ISO_DATE"
"National Centers for Environmental Information","0.09","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1953-11","ISO_DATE"
"National Centers for Environmental Information","0.09","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1961-11","ISO_DATE"
"National Centers for Environmental Information","0.46","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1976-11","ISO_DATE"
"National Centers for Environmental Information","0.52","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1982-05","ISO_DATE"
"National Centers for Environmental Information","1.2","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1969-11","ISO_DATE"
"National Centers for Environmental Information","0.53","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1990-03","ISO_DATE"
"National Centers for Environmental Information","0.28","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2022-03","ISO_DATE"
"National Centers for Environmental Information","0.0","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1975-05","ISO_DATE"
"National Centers for Environmental Information","1.52","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1944-11","ISO_DATE"
"National Centers for Environmental Information","0.24","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1951-05","ISO_DATE"
"National Centers for Environmental Information","0.99","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1951-11","ISO_DATE"
"National Centers for Environmental Information","0.92","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1991-11","ISO_DATE"
"National Centers for Environmental Information","0.67","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1896-11","ISO_DATE"
"National Centers for Environmental Information","0.0","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2017-11","ISO_DATE"
"National Centers for Environmental Information","0.01","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1943-05","ISO_DATE"
"National Centers for Environmental Information","0.67","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2008-11","ISO_DATE"
"National Centers for Environmental Information","2.37","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1979-03","ISO_DATE"
"National Centers for Environmental Information","0.97","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2015-03","ISO_DATE"
"National Centers for Environmental Information","1.73","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1998-03","ISO_DATE"
"National Centers for Environmental Information","0.92","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1989-03","ISO_DATE"
"National Centers for Environmental Information","0.48","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1897-03","ISO_DATE"
"National Centers for Environmental Information","0.76","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1990-02","ISO_DATE"
"National Centers for Environmental Information","1.08","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1995-03","ISO_DATE"
"National Centers for Environmental Information","1.23","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1994-03","ISO_DATE"
"National Centers for Environmental Information","0.44","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1948-03","ISO_DATE"
"National Centers for Environmental Information","0.43","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1896-03","ISO_DATE"
"National Centers for Environmental Information","0.07","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2002-03","ISO_DATE"
"National Centers for Environmental Information","0.0","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1933-03","ISO_DATE"
"National Centers for Environmental Information","0.16","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1932-03","ISO_DATE"
"National Centers for Environmental Information","0.23","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1930-02","ISO_DATE"
"National Centers for Environmental Information","0.69","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1934-02","ISO_DATE"
"National Centers for Environmental Information","4.83","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1905-02","ISO_DATE"
"National Centers for Environmental Information","4.28","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1998-02","ISO_DATE"
"National Centers for Environmental Information","0.01","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1974-02","ISO_DATE"
"National Centers for Environmental Information","0.06","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1987-04","ISO_DATE"
"National Centers for Environmental Information","1.77","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1921-12","ISO_DATE"
"National Centers for Environmental Information","2.18","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2004-12","ISO_DATE"
"National Centers for Environmental Information","2.6","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1944-02","ISO_DATE"
"National Centers for Environmental Information","0.18","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1943-02","ISO_DATE"
"National Centers for Environmental Information","0.12","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1980-12","ISO_DATE"
"National Centers for Environmental Information","0.66","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1916-12","ISO_DATE"
"National Centers for Environmental Information","0.49","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1966-12","ISO_DATE"
"National Centers for Environmental Information","0.48","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1998-12","ISO_DATE"
"National Centers for Environmental Information","0.04","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1996-12","ISO_DATE"
"National Centers for Environmental Information","0.44","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1942-12","ISO_DATE"
"National Centers for Environmental Information","0.75","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1974-12","ISO_DATE"
"National Centers for Environmental Information","0.02","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1909-04","ISO_DATE"
"National Centers for Environmental Information","0.0","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1973-12","ISO_DATE"
"National Centers for Environmental Information","0.0","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1958-12","ISO_DATE"
"National Centers for Environmental Information","3.89","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1940-12","ISO_DATE"
"National Centers for Environmental Information","0.22","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1919-04","ISO_DATE"
"National Centers for Environmental Information","0.05","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2002-04","ISO_DATE"
"National Centers for Environmental Information","0.23","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1963-04","ISO_DATE"
"National Centers for Environmental Information","0.4","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2013-12","ISO_DATE"
"National Centers for Environmental Information","0.02","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2010-04","ISO_DATE"
"National Centers for Environmental Information","3.06","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1915-12","ISO_DATE"
"National Centers for Environmental Information","0.11","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1953-12","ISO_DATE"
"National Centers for Environmental Information","1.35","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2011-12","ISO_DATE"
"National Centers for Environmental Information","2.3","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1982-12","ISO_DATE"
"National Centers for Environmental Information","0.54","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1969-12","ISO_DATE"
"National Centers for Environmental Information","0.0","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1981-12","ISO_DATE"
"National Centers for Environmental Information","0.32","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1995-04","ISO_DATE"
"National Centers for Environmental Information","0.1","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1903-12","ISO_DATE"
"National Centers for Environmental Information","0.3","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1949-04","ISO_DATE"
"National Centers for Environmental Information","0.4","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2016-04","ISO_DATE"
"National Centers for Environmental Information","0.7","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1946-12","ISO_DATE"
"National Centers for Environmental Information","0.14","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2017-12","ISO_DATE"
"National Centers for Environmental Information","1.73","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1943-12","ISO_DATE"
"National Centers for Environmental Information","0.0","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2008-04","ISO_DATE"
"National Centers for Environmental Information","0.31","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1922-05","ISO_DATE"
"National Centers for Environmental Information","0.44","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1921-01","ISO_DATE"
"National Centers for Environmental Information","0.5","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1921-10","ISO_DATE"
"National Centers for Environmental Information","3.23","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1972-10","ISO_DATE"
"National Centers for Environmental Information","0.01","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1938-10","ISO_DATE"
"National Centers for Environmental Information","2.08","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1920-01","ISO_DATE"
"National Centers for Environmental Information","0.0","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2004-06","ISO_DATE"
"National Centers for Environmental Information","0.66","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2004-07","ISO_DATE"
"National Centers for Environmental Information","1.73","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1918-01","ISO_DATE"
"National Centers for Environmental Information","0.02","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1941-06","ISO_DATE"
"National Centers for Environmental Information","1.14","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1941-07","ISO_DATE"
"National Centers for Environmental Information","0.55","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1941-10","ISO_DATE"
"National Centers for Environmental Information","0.53","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1958-10","ISO_DATE"
"National Centers for Environmental Information","1.01","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2006-07","ISO_DATE"
"National Centers for Environmental Information","2.45","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","2005-01","ISO_DATE"
"National Centers for Environmental Information","0.06","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1970-01","ISO_DATE"
"National Centers for Environmental Information","1.15","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1987-08","ISO_DATE"
"National Centers for Environmental Information","0.13","STRING","Maricopa","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","Precipitation MA Split By FIPS","1931-06","ISO_DATE"
